Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
Fund for Citrus Protection - FUNDECITRUS,Research and Development,,Other,422955,1/7/2019,"Post-doctoral Fellowships in Phytopathology, Entomology, and Horticulture",1 month 13 hours,Expired,3,Agricultural sciences › Agronomics,Temporary,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,605933,16/02/2021,"Faculty position, specializing in basic psychology (UOC Faculty of Psychology and Education Sciences)",3 days 22 hours,Published,1,Psychological sciences,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,604161,11/2/2021,Executive Manager,1 week 1 day,Published,1,Other,Temporary,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,600606,2/2/2021,"Faculty position, specializing in fine arts (Faculty of Arts and Humanities)",2 weeks 3 days,Published,1,Arts,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,600602,2/2/2021,"Faculty position, specializing in communications and content creation & dissemination (Faculty of Information and Communication Sciences)",2 weeks 3 days,Published,1,Communication sciences,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,600596,2/2/2021,"Faculty position, specializing in communications and advertising & PR (Faculty of Information and Communication Sciences)",2 weeks 3 days,Published,1,Communication sciences,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,598815,27/01/2021,"Faculty position, specializing in language and communication disorders (UOC Faculty of Psychology and Education Sciences)",2 weeks 11 hours,Expired,1,Psychological sciences,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,597550,22/01/2021,"Faculty position, specializing in interventions for developmental disorders (UOC Faculty of Psychology and Education Sciences)",3 weeks 1 day,Expired,1,Psychological sciences,Permanent,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,562899,29/09/2020,Affiliated teaching staff for academic year 2020-2021,3 weeks 1 day,Expired,800,"Arts › Fine arts, Communication sciences › Journalism, Computer science › Informatics, Criminology › Other, Economics, Educational sciences, Geography, History, Information science, Juridical sciences, Language sciences, Other, Political sciences, Psychological sciences",To be defined,,Not funded by an EU programme
Fundació per a la Universitat Oberta de Catalunya,Desenvolupament de Persones,,Higher Education Institute,544067,21/07/2020,"Faculty position, specializing in visual design and brand communication (Faculty of Information and Communication Sciences)",1 month 1 week,Expired,1,Information science,Permanent,,Not funded by an EU programme
